datetime,open,high,low,close,tick_volume
2014-05-11 04:00:00,1.375530,1.375530,1.375530,1.375530,240
2014-05-11 08:00:00,1.375530,1.375530,1.375530,1.375530,240
2014-05-11 12:00:00,1.375530,1.375530,1.375530,1.375530,240
2014-05-11 16:00:00,1.375530,1.375530,1.375530,1.375530,240
2014-05-11 20:00:00,1.375530,1.376100,1.375220,1.376030,240
2014-05-12 00:00:00,1.376030,1.376120,1.374940,1.375800,240
2014-05-12 04:00:00,1.375790,1.377480,1.375710,1.377020,240
2014-05-12 08:00:00,1.377010,1.377440,1.375460,1.376650,240
2014-05-12 12:00:00,1.376650,1.377250,1.375320,1.375940,240
2014-05-12 16:00:00,1.375950,1.375950,1.375330,1.375880,240
2014-05-12 20:00:00,1.375900,1.375970,1.375510,1.375540,240
2014-05-13 00:00:00,1.375550,1.376600,1.375300,1.375730,240
2014-05-13 04:00:00,1.375720,1.377140,1.375600,1.376920,240
2014-05-13 08:00:00,1.376920,1.377130,1.369930,1.370910,240
2014-05-13 12:00:00,1.370910,1.373000,1.369890,1.371020,240
2014-05-13 16:00:00,1.371020,1.371070,1.368910,1.370160,240
2014-05-13 20:00:00,1.370180,1.370840,1.369950,1.370780,240
2014-05-14 00:00:00,1.370770,1.371840,1.369790,1.371700,240
2014-05-14 04:00:00,1.371700,1.373080,1.371230,1.371610,240
2014-05-14 08:00:00,1.371620,1.372560,1.370270,1.371680,240
2014-05-14 12:00:00,1.371670,1.372220,1.370440,1.371750,240
2014-05-14 16:00:00,1.371750,1.371830,1.370280,1.371240,240
2014-05-14 20:00:00,1.371240,1.371850,1.371140,1.371760,240
2014-05-15 00:00:00,1.371750,1.372320,1.371590,1.372080,240
2014-05-15 04:00:00,1.372080,1.372160,1.366320,1.367450,240
2014-05-15 08:00:00,1.367390,1.367960,1.365050,1.366150,240
2014-05-15 12:00:00,1.366150,1.373220,1.364840,1.371150,240
2014-05-15 16:00:00,1.371160,1.372010,1.370200,1.370800,240
2014-05-15 20:00:00,1.370800,1.371690,1.370800,1.371690,240
2014-05-16 00:00:00,1.371690,1.371970,1.371110,1.371630,240
2014-05-16 04:00:00,1.371640,1.372680,1.370770,1.371950,240
2014-05-16 08:00:00,1.371950,1.372550,1.368530,1.369970,240
2014-05-16 12:00:00,1.369980,1.371850,1.368650,1.370680,240
2014-05-16 16:00:00,1.370670,1.370870,1.369500,1.369800,240
2014-05-16 20:00:00,1.369800,1.369890,1.369210,1.369260,240
2014-05-17 00:00:00,1.369220,1.369220,1.369220,1.369220,240
2014-05-17 04:00:00,1.369220,1.369220,1.369220,1.369220,240
2014-05-17 08:00:00,1.369220,1.369220,1.369220,1.369220,240
2014-05-17 12:00:00,1.369220,1.369220,1.369220,1.369220,240
2014-05-17 16:00:00,1.369220,1.369220,1.369220,1.369220,240
2014-05-17 20:00:00,1.369220,1.369220,1.369220,1.369220,240
2014-05-18 00:00:00,1.369220,1.369220,1.369220,1.369220,240
2014-05-18 04:00:00,1.369220,1.369220,1.369220,1.369220,240
2014-05-18 08:00:00,1.369220,1.369220,1.369220,1.369220,240
2014-05-18 12:00:00,1.369220,1.369220,1.369220,1.369220,240
2014-05-18 16:00:00,1.369220,1.369220,1.369220,1.369220,240
2014-05-18 20:00:00,1.369220,1.370290,1.369220,1.370290,240
2014-05-19 00:00:00,1.370290,1.371100,1.369860,1.370400,240
2014-05-19 04:00:00,1.370400,1.372370,1.370060,1.371740,240
2014-05-19 08:00:00,1.371740,1.372190,1.370440,1.371780,240
2014-05-19 12:00:00,1.371800,1.373410,1.370280,1.371610,240
2014-05-19 16:00:00,1.371600,1.371780,1.370820,1.370920,240
2014-05-19 20:00:00,1.370930,1.371340,1.370620,1.371240,240
2014-05-20 00:00:00,1.371240,1.371380,1.370740,1.371190,240
2014-05-20 04:00:00,1.371170,1.371330,1.369260,1.369550,240
2014-05-20 08:00:00,1.369540,1.370600,1.367800,1.370120,240
2014-05-20 12:00:00,1.370130,1.370570,1.368900,1.370070,240
2014-05-20 16:00:00,1.370080,1.370260,1.368810,1.370040,240
2014-05-20 20:00:00,1.370010,1.370350,1.369730,1.370330,240
2014-05-21 00:00:00,1.370330,1.370790,1.370070,1.370190,240
2014-05-21 04:00:00,1.370190,1.372310,1.369950,1.371610,240
2014-05-21 08:00:00,1.371590,1.371900,1.367180,1.367860,240
2014-05-21 12:00:00,1.367860,1.367980,1.365190,1.365560,240
2014-05-21 16:00:00,1.365570,1.368720,1.363450,1.368640,240
2014-05-21 20:00:00,1.368630,1.368800,1.367980,1.368170,240
2014-05-22 00:00:00,1.368190,1.368460,1.367060,1.367240,240
2014-05-22 04:00:00,1.367250,1.368390,1.365500,1.368010,240
2014-05-22 08:00:00,1.368010,1.368700,1.366520,1.367000,240
2014-05-22 12:00:00,1.367010,1.367300,1.364660,1.365170,240
2014-05-22 16:00:00,1.365160,1.365620,1.364520,1.365600,240
2014-05-22 20:00:00,1.365610,1.365840,1.365250,1.365330,240
2014-05-23 00:00:00,1.365320,1.365340,1.364100,1.364550,240
2014-05-23 04:00:00,1.364540,1.365260,1.364330,1.364420,240
2014-05-23 08:00:00,1.364410,1.364460,1.361560,1.363440,240
2014-05-23 12:00:00,1.363450,1.364280,1.362520,1.362690,240
2014-05-23 16:00:00,1.362690,1.363420,1.362360,1.362950,240
2014-05-23 20:00:00,1.362950,1.363400,1.362590,1.362750,240
2014-05-24 00:00:00,1.362740,1.362740,1.362740,1.362740,240
2014-05-24 04:00:00,1.362740,1.362740,1.362740,1.362740,240
2014-05-24 08:00:00,1.362740,1.362740,1.362740,1.362740,240
2014-05-24 12:00:00,1.362740,1.362740,1.362740,1.362740,240
2014-05-24 16:00:00,1.362740,1.362740,1.362740,1.362740,240
2014-05-24 20:00:00,1.362740,1.362740,1.362740,1.362740,240
2014-05-25 00:00:00,1.362740,1.362740,1.362740,1.362740,240
2014-05-25 04:00:00,1.362740,1.362740,1.362740,1.362740,240
2014-05-25 08:00:00,1.362740,1.362740,1.362740,1.362740,240
2014-05-25 12:00:00,1.362740,1.362740,1.362740,1.362740,240
2014-05-25 16:00:00,1.362740,1.362740,1.362740,1.362740,240
2014-05-25 20:00:00,1.362740,1.363070,1.361450,1.362750,240
2014-05-26 00:00:00,1.362750,1.362780,1.361550,1.361960,240
2014-05-26 04:00:00,1.361930,1.364540,1.361680,1.364110,240
2014-05-26 08:00:00,1.364110,1.364840,1.363350,1.364020,240
2014-05-26 12:00:00,1.364010,1.365440,1.363550,1.364810,240
2014-05-26 16:00:00,1.364800,1.365010,1.364370,1.364750,240
2014-05-26 20:00:00,1.364750,1.365360,1.364270,1.365180,240
2014-05-27 00:00:00,1.365190,1.366850,1.364920,1.365640,240
2014-05-27 04:00:00,1.365650,1.365870,1.364360,1.364700,240
2014-05-27 08:00:00,1.364710,1.365810,1.363800,1.364180,240
2014-05-27 12:00:00,1.364180,1.364220,1.361250,1.361760,240
2014-05-27 16:00:00,1.361750,1.363840,1.361350,1.363470,240
2014-05-27 20:00:00,1.363470,1.363680,1.363150,1.363360,240
2014-05-28 00:00:00,1.363370,1.363780,1.362660,1.363560,240
2014-05-28 04:00:00,1.363560,1.363750,1.361860,1.362050,240
2014-05-28 08:00:00,1.362050,1.362600,1.360500,1.361120,240
2014-05-28 12:00:00,1.361120,1.362920,1.359050,1.359430,240
2014-05-28 16:00:00,1.359430,1.359730,1.358920,1.359400,240
2014-05-28 20:00:00,1.359400,1.359650,1.358850,1.359190,240
2014-05-29 00:00:00,1.359190,1.360950,1.359190,1.360560,240
2014-05-29 04:00:00,1.360560,1.360970,1.358620,1.359270,240
2014-05-29 08:00:00,1.359280,1.362390,1.359090,1.361380,240
2014-05-29 12:00:00,1.361370,1.362550,1.359500,1.360770,240
2014-05-29 16:00:00,1.360770,1.360950,1.360020,1.360260,240
2014-05-29 20:00:00,1.360260,1.360570,1.359950,1.360260,240
2014-05-30 00:00:00,1.360270,1.361210,1.359840,1.360400,240
2014-05-30 04:00:00,1.360390,1.361650,1.359850,1.361240,240
